run_id;first_var;time_s;crit1;crit2;crit_total;max_memory_mb;order_str;variable_order
509;x2;4.40905550000025;156;103;259;71.97265625;x2_x4_x6_x3_x1_x5;['x2', 'x4', 'x6', 'x3', 'x1', 'x5']
510;x5;7.631769300000087;199;152;351;71.9765625;x5_x6_x2_x4_x1_x3;['x5', 'x6', 'x2', 'x4', 'x1', 'x3']
511;x2;7.302766699999665;198;148;346;70.01171875;x2_x6_x1_x3_x5_x4;['x2', 'x6', 'x1', 'x3', 'x5', 'x4']
512;x4;1.7701019999999517;109;55;164;69.7890625;x4_x3_x5_x1_x6_x2;['x4', 'x3', 'x5', 'x1', 'x6', 'x2']
513;x2;1.7165853999999854;94;50;144;69.7890625;x2_x5_x1_x3_x4_x6;['x2', 'x5', 'x1', 'x3', 'x4', 'x6']
514;x5;2.71959250000009;116;55;171;71.9375;x5_x3_x1_x6_x2_x4;['x5', 'x3', 'x1', 'x6', 'x2', 'x4']
515;x4;2.6365537000001495;116;52;168;72.07421875;x4_x1_x3_x6_x2_x5;['x4', 'x1', 'x3', 'x6', 'x2', 'x5']
516;x2;3.483382200000051;180;100;280;72.078125;x2_x5_x6_x1_x3_x4;['x2', 'x5', 'x6', 'x1', 'x3', 'x4']
517;x2;1.9671280000002298;109;53;162;70.51171875;x2_x5_x1_x3_x6_x4;['x2', 'x5', 'x1', 'x3', 'x6', 'x4']
518;x4;8.00669949999974;199;145;344;70.83203125;x4_x6_x1_x3_x2_x5;['x4', 'x6', 'x1', 'x3', 'x2', 'x5']
519;x5;3.094279699999788;180;98;278;70.83203125;x5_x2_x6_x3_x4_x1;['x5', 'x2', 'x6', 'x3', 'x4', 'x1']
520;x6;7.1477820999998585;199;151;350;70.71484375;x6_x5_x1_x3_x4_x2;['x6', 'x5', 'x1', 'x3', 'x4', 'x2']
521;x6;7.414365800000269;199;147;346;70.96484375;x6_x4_x5_x1_x2_x3;['x6', 'x4', 'x5', 'x1', 'x2', 'x3']
522;x6;7.193063799999891;197;148;345;70.96875;x6_x5_x3_x2_x4_x1;['x6', 'x5', 'x3', 'x2', 'x4', 'x1']
523;x5;1.6726307000003544;94;47;141;70.66015625;x5_x2_x4_x1_x3_x6;['x5', 'x2', 'x4', 'x1', 'x3', 'x6']
524;x3;7.689960799999881;199;143;342;71.1015625;x3_x6_x5_x2_x1_x4;['x3', 'x6', 'x5', 'x2', 'x1', 'x4']
525;x6;7.226968499999657;197;149;346;71.1015625;x6_x3_x5_x1_x4_x2;['x6', 'x3', 'x5', 'x1', 'x4', 'x2']
526;x1;8.09057279999979;199;152;351;70.6640625;x1_x6_x5_x3_x2_x4;['x1', 'x6', 'x5', 'x3', 'x2', 'x4']
527;x3;8.27416889999995;198;149;347;70.6640625;x3_x6_x4_x1_x2_x5;['x3', 'x6', 'x4', 'x1', 'x2', 'x5']
528;x6;7.363199099999747;197;144;341;70.9765625;x6_x5_x4_x1_x2_x3;['x6', 'x5', 'x4', 'x1', 'x2', 'x3']
529;x4;4.471043000000009;156;103;259;71.5625;x4_x2_x6_x5_x3_x1;['x4', 'x2', 'x6', 'x5', 'x3', 'x1']
530;x1;2.370068700000047;116;55;171;72.91015625;x1_x3_x4_x6_x5_x2;['x1', 'x3', 'x4', 'x6', 'x5', 'x2']
531;x1;3.079321700000037;180;97;277;72.9140625;x1_x5_x6_x3_x2_x4;['x1', 'x5', 'x6', 'x3', 'x2', 'x4']
532;x5;3.087368400000287;180;99;279;69.87890625;x5_x3_x6_x1_x2_x4;['x5', 'x3', 'x6', 'x1', 'x2', 'x4']
533;x4;1.6521671999998944;94;51;145;69.953125;x4_x1_x3_x5_x2_x6;['x4', 'x1', 'x3', 'x5', 'x2', 'x6']
534;x1;2.5031136000002334;116;50;166;71.64453125;x1_x3_x5_x6_x4_x2;['x1', 'x3', 'x5', 'x6', 'x4', 'x2']
