run_id;first_var;time_s;crit1;crit2;crit_total;max_memory_mb;order_str;variable_order
315;x3;3.254136000000017;116;55;171;69.58203125;x3_x1_x2_x6_x4_x5;['x3', 'x1', 'x2', 'x6', 'x4', 'x5']
316;x1;2.7102670999997827;94;54;148;69.58203125;x1_x5_x2_x4_x3_x6;['x1', 'x5', 'x2', 'x4', 'x3', 'x6']
317;x4;9.9009688000001;116;55;171;66.8125;x4_x2_x3_x6_x1_x5;['x4', 'x2', 'x3', 'x6', 'x1', 'x5']
318;x3;4.680007200000091;116;51;167;17.0;x3_x2_x4_x6_x1_x5;['x3', 'x2', 'x4', 'x6', 'x1', 'x5']
319;x2;3.545665000000099;116;51;167;17.98828125;x2_x4_x1_x6_x3_x5;['x2', 'x4', 'x1', 'x6', 'x3', 'x5']
320;x6;11.862664600000244;198;147;345;17.9921875;x6_x5_x1_x4_x2_x3;['x6', 'x5', 'x1', 'x4', 'x2', 'x3']
321;x5;4.355411000000004;116;55;171;18.3203125;x5_x4_x1_x6_x3_x2;['x5', 'x4', 'x1', 'x6', 'x3', 'x2']
322;x6;12.670790600000146;197;145;342;68.41796875;x6_x5_x4_x3_x2_x1;['x6', 'x5', 'x4', 'x3', 'x2', 'x1']
323;x1;12.338996599999973;198;143;341;68.53125;x1_x6_x5_x3_x2_x4;['x1', 'x6', 'x5', 'x3', 'x2', 'x4']
324;x3;6.212327499999901;180;95;275;68.53125;x3_x4_x6_x5_x2_x1;['x3', 'x4', 'x6', 'x5', 'x2', 'x1']
325;x4;30.295339199999944;199;145;344;40.953125;x4_x6_x1_x3_x2_x5;['x4', 'x6', 'x1', 'x3', 'x2', 'x5']
326;x4;5.801521100000173;180;99;279;64.65625;x4_x3_x6_x2_x1_x5;['x4', 'x3', 'x6', 'x2', 'x1', 'x5']
327;x5;2.8250786999997217;94;47;141;64.6953125;x5_x1_x2_x3_x4_x6;['x5', 'x1', 'x2', 'x3', 'x4', 'x6']
328;x1;13.903083600000173;116;55;171;64.74609375;x1_x5_x2_x6_x4_x3;['x1', 'x5', 'x2', 'x6', 'x4', 'x3']
329;x2;14.67064240000036;203;151;354;17.09765625;x2_x6_x4_x1_x5_x3;['x2', 'x6', 'x4', 'x1', 'x5', 'x3']
330;x3;6.697228900000027;180;100;280;16.3515625;x3_x2_x6_x4_x1_x5;['x3', 'x2', 'x6', 'x4', 'x1', 'x5']
331;x6;15.672326800000064;198;143;341;13.19921875;x6_x5_x2_x1_x3_x4;['x6', 'x5', 'x2', 'x1', 'x3', 'x4']
332;x5;15.869552500000282;199;145;344;65.12109375;x5_x6_x4_x2_x3_x1;['x5', 'x6', 'x4', 'x2', 'x3', 'x1']
333;x5;5.163902300000245;180;102;282;65.1328125;x5_x1_x6_x3_x2_x4;['x5', 'x1', 'x6', 'x3', 'x2', 'x4']
334;x4;4.6766459999998915;116;56;172;64.65625;x4_x2_x1_x6_x3_x5;['x4', 'x2', 'x1', 'x6', 'x3', 'x5']
335;x3;3.0184776000000966;94;54;148;18.71484375;x3_x5_x4_x1_x2_x6;['x3', 'x5', 'x4', 'x1', 'x2', 'x6']
336;x5;2.7137972000000445;109;52;161;16.43359375;x5_x3_x4_x1_x6_x2;['x5', 'x3', 'x4', 'x1', 'x6', 'x2']
337;x5;13.990416099999948;198;145;343;16.43359375;x5_x6_x2_x4_x1_x3;['x5', 'x6', 'x2', 'x4', 'x1', 'x3']
338;x4;4.352267600000232;116;53;169;18.56640625;x4_x2_x5_x6_x3_x1;['x4', 'x2', 'x5', 'x6', 'x3', 'x1']
339;x2;5.322567400000025;116;54;170;18.71875;x2_x1_x3_x6_x4_x5;['x2', 'x1', 'x3', 'x6', 'x4', 'x5']
340;x5;4.022048799999993;109;55;164;66.4609375;x5_x3_x2_x4_x6_x1;['x5', 'x3', 'x2', 'x4', 'x6', 'x1']
